Filename,Name,Extension,Date
ngc6681_3_stis_001.fits,ngc6681-3,ngc6681_3_stis_001,10-Apr-2020
ngc6681_3_stis_002.fits,ngc6681-3,ngc6681_3_stis_002,25-Oct-2022
ngc6681_4_stis_001.fits,ngc6681-4,ngc6681_4_stis_001,10-Apr-2020
ngc6681_4_stis_002.fits,ngc6681-4,ngc6681_4_stis_002,25-Oct-2022
ngc6681_5_stis_001.fits,ngc6681-5,ngc6681_5_stis_001,10-Apr-2020
ngc6681_5_stis_002.fits,ngc6681-5,ngc6681_5_stis_002,25-Oct-2022
ngc6681_6_stis_001.fits,ngc6681-6,ngc6681_6_stis_001,10-Apr-2020
ngc6681_6_stis_002.fits,ngc6681-6,ngc6681_6_stis_002,25-Oct-2022
ngc6681_7_stis_001.fits,ngc6681-7,ngc6681_7_stis_001,10-Apr-2020
ngc6681_7_stis_002.fits,ngc6681-7,ngc6681_7_stis_002,25-Oct-2022
ngc6681_8_stis_001.fits,ngc6681-8,ngc6681_8_stis_001,10-Apr-2020
ngc6681_8_stis_002.fits,ngc6681-8,ngc6681_8_stis_002,25-Oct-2022
ngc6681_9_stis_001.fits,ngc6681-9,ngc6681_9_stis_001,10-Apr-2020
ngc6681_9_stis_002.fits,ngc6681-9,ngc6681_9_stis_002,25-Oct-2022
ngc7293_005.fits,ngc7293,_005,2015-01-06T17:00:21
p041c_001.fits,p041c,_001,2015-01-06T17:00:21
p041c_mod_001.fits,p041c,_mod_001,13-Feb-2017
p041c_mod_002.fits,p041c,_mod_002,3-Aug-2017
p041c_mod_003.fits,p041c,_mod_003,23-Mar-2020
p041c_mod_004.fits,p041c,_mod_004,16-Feb-2023
p041c_stis_001.fits,p041c,_stis_001,2015-01-06T17:00:21
p041c_stisnic_001.fits,p041c,_stisnic_001,2015-01-06T17:00:21
p041c_stisnic_002.fits,p041c,_stisnic_002,2015-01-06T17:00:21
p041c_stisnic_003.fits,p041c,_stisnic_003,2010-02-10T23:23:23
p041c_stisnic_004.fits,p041c,_stisnic_004,2013-11-18T19:20:56
p041c_stisnic_005.fits,p041c,_stisnic_005,2015-01-06T17:00:21
p041c_stisnic_006.fits,p041c,_stisnic_006,2015-01-05T21:02:39
p041c_stisnic_007.fits,p041c,_stisnic_007,13-Feb-2017
p041c_stisnic_008.fits,p041c,_stisnic_008,21-Mar-2020
p041c_stisnic_009.fits,p041c,_stisnic_009,16-Feb-2023
p177d_001.fits,p177d,_001,2015-01-06T17:00:21
p177d_mod_001.fits,p177d,_mod_001,13-Feb-2017
p177d_mod_002.fits,p177d,_mod_002,3-Aug-2017
p177d_mod_003.fits,p177d,_mod_003,23-Mar-2020
p177d_mod_004.fits,p177d,_mod_004,16-Feb-2023
p177d_mod_005.fits,p177d,_mod_005,4-Apr-2023
p177d_stis_001.fits,p177d,_stis_001,2015-01-06T17:00:21
p177d_stisnic_001.fits,p177d,_stisnic_001,2015-01-06T17:00:21
p177d_stisnic_002.fits,p177d,_stisnic_002,2015-01-06T17:00:21
p177d_stisnic_003.fits,p177d,_stisnic_003,2010-02-10T23:23:25
p177d_stisnic_004.fits,p177d,_stisnic_004,2013-11-18T19:20:56
p177d_stisnic_005.fits,p177d,_stisnic_005,2015-01-06T17:00:21
p177d_stisnic_006.fits,p177d,_stisnic_006,2015-01-05T21:02:39
p177d_stisnic_007.fits,p177d,_stisnic_007,13-Feb-2017
p177d_stisnic_008.fits,p177d,_stisnic_008,21-Mar-2020
p177d_stisnic_009.fits,p177d,_stisnic_009,16-Feb-2023
p177d_stisnic_010.fits,p177d,_stisnic_010,3-Apr-2023
p330e_001.fits,p330e,_001,2015-01-06T17:00:21
p330e_mod_001.fits,p330e,_mod_001,13-Feb-2017
p330e_mod_002.fits,p330e,_mod_002,3-Aug-2017
p330e_mod_003.fits,p330e,_mod_003,17-Jan-2019
p330e_mod_004.fits,p330e,_mod_004,23-Mar-2020
p330e_mod_005.fits,p330e,_mod_005,24-Oct-2022
p330e_mod_006.fits,p330e,_mod_006,16-Feb-2023
p330e_mod_007.fits,p330e,_mod_007,21-Sep-2023
p330e_stis_001.fits,p330e,_stis_001,2015-01-06T17:00:21
p330e_stisnic_001.fits,p330e,_stisnic_001,2015-01-06T17:00:21
p330e_stisnic_002.fits,p330e,_stisnic_002,2015-01-06T17:00:21
p330e_stisnic_003.fits,p330e,_stisnic_003,2010-02-10T23:23:26
p330e_stisnic_004.fits,p330e,_stisnic_004,2013-11-18T19:20:56
p330e_stisnic_005.fits,p330e,_stisnic_005,2015-01-06T17:00:21
p330e_stisnic_006.fits,p330e,_stisnic_006,2015-01-05T21:02:39
p330e_stisnic_007.fits,p330e,_stisnic_007,16-Apr-2015
p330e_stisnic_008.fits,p330e,_stisnic_008,13-Feb-2017
p330e_stiswfcnic_001.fits,p330e,_stiswfcnic_001,17-Jan-2019
p330e_stiswfcnic_002.fits,p330e,_stiswfcnic_002,21-Mar-2020
p330e_stiswfcnic_003.fits,p330e,_stiswfcnic_003,2-Mar-2021
p330e_stiswfcnic_004.fits,p330e,_stiswfcnic_004,25-Oct-2022
p330e_stiswfcnic_005.fits,p330e,_stiswfcnic_005,16-Feb-2023
p330e_stiswfcnic_006.fits,p330e,_stiswfcnic_006,20-Sep-2023
sdss132811_stis_001.fits,sdss132811,_stis_001,17-Jan-2019
sdss132811_stis_002.fits,sdss132811,_stis_002,30-Aug-2019
sdss132811_stis_003.fits,sdss132811,_stis_003,21-Mar-2020
sdss132811_stis_004.fits,sdss132811,_stis_004,25-Oct-2022
sdssj151421_mod_001.fits,sdssj151421,_mod_001,23-Mar-2020
sdssj151421_mod_002.fits,sdssj151421,_mod_002,8-Apr-2022
sdssj151421_mod_003.fits,sdssj151421,_mod_003,24-Oct-2022
sdssj151421_mod_004.fits,sdssj151421,_mod_004,16-Feb-2023
sdssj151421_stis_001.fits,sdssj151421,_stis_001,30-Aug-2019
sdssj151421_stis_002.fits,sdssj151421,_stis_002,21-Mar-2020
sdssj151421_stis_003.fits,sdssj151421,_stis_003,7-Apr-2022
sdssj151421_stis_004.fits,wdfs1514_00,sdssj151421_stis_004,25-Oct-2022
sdssj151421_stis_005.fits,wdfs1514_00,sdssj151421_stis_005,16-Feb-2023
sf1615001a_stisnic_001.fits,sf1615001a,_stisnic_001,2015-01-06T17:00:21
sf1615_001a_mod_001.fits,sf1615_001a,_mod_001,13-Feb-2017
sf1615_001a_mod_002.fits,sf1615_001a,_mod_002,3-Aug-2017
sf1615_001a_mod_003.fits,sf1615_001a,_mod_003,23-Mar-2020
sf1615_001a_mod_004.fits,sf1615_001a,_mod_004,24-Oct-2022
sf1615_001a_mod_005.fits,sf1615_001a,_mod_005,16-Feb-2023
sf1615_001a_stisnic_002.fits,sf1615+001a,sf1615_001a_stisnic_002,2015-01-06T17:00:21
sf1615_001a_stisnic_003.fits,sf1615+001a,sf1615_001a_stisnic_003,2010-02-10T23:23:28
sf1615_001a_stisnic_004.fits,sf1615+001a,sf1615_001a_stisnic_004,2013-11-18T19:20:56
sf1615_001a_stisnic_005.fits,sf1615+001a,sf1615_001a_stisnic_005,2015-01-06T17:00:21
sf1615_001a_stisnic_006.fits,sf1615+001a,sf1615_001a_stisnic_006,2015-01-05T21:02:40
sf1615_001a_stisnic_007.fits,sf1615+001a,sf1615_001a_stisnic_007,13-Feb-2017
sf1615_001a_stisnic_008.fits,sf1615+001a,sf1615_001a_stisnic_008,22-Mar-2020
sf1615_001a_stisnic_009.fits,sf1615+001a,sf1615_001a_stisnic_009,25-Oct-2022
sf1615_001a_stisnic_010.fits,sf1615+001a,sf1615_001a_stisnic_010,16-Feb-2023
sigori_stis_001.fits,sigori,_stis_001,25-Oct-2022
sirius_mod_001.fits,sirius_mod,_001,2015-01-06T17:00:21
sirius_mod_002.fits,sirius_mod,_002,2015-01-06T17:00:21
sirius_mod_003.fits,sirius_mod,_003,29-Aug-2019
sirius_mod_004.fits,sirius_mod,_004,24-Mar-2020
sirius_mod_005.fits,sirius_mod,_005,21-Oct-2022
sirius_stis_001.fits,sirius,_stis_001,2015-01-06T17:00:21
sirius_stis_002.fits,sirius,_stis_002,2015-01-05T21:02:40
sirius_stis_003.fits,sirius,_stis_003,30-Aug-2019
sirius_stis_004.fits,sirius,_stis_004,24-Mar-2020
sirius_stis_005.fits,sirius,_stis_005,25-Oct-2022
snap1_stisnic_001.fits,snap-1,snap1_stisnic_001,2015-01-06T17:00:21
snap1_stisnic_002.fits,snap-1,snap1_stisnic_002,2015-01-06T17:00:21
snap1_stisnic_003.fits,snap-1,snap1_stisnic_003,2010-02-10T23:23:29
snap1_stisnic_004.fits,snap-1,snap1_stisnic_004,2013-11-18T19:20:56
snap1_stisnic_005.fits,snap-1,snap1_stisnic_005,2015-01-06T17:00:21
snap1_stisnic_006.fits,snap-1,snap1_stisnic_006,2015-01-05T21:02:40
snap1_stisnic_007.fits,snap-1,snap1_stisnic_007,21-Mar-2020
snap1_stisnic_008.fits,snap-1,snap1_stisnic_008,25-Oct-2022
snap2_mod_001.fits,snap2,_mod_001,13-Feb-2017
snap2_mod_002.fits,snap2,_mod_002,3-Aug-2017
snap2_mod_003.fits,snap2,_mod_003,17-Jan-2019
snap2_mod_004.fits,snap2,_mod_004,23-Mar-2020
snap2_mod_005.fits,snap2,_mod_005,24-Oct-2022
snap2_mod_006.fits,snap2,_mod_006,4-Apr-2023
snap2_stisnic_001.fits,snap-2,snap2_stisnic_001,2015-01-06T17:00:21
snap2_stisnic_002.fits,snap-2,snap2_stisnic_002,2015-01-06T17:00:21
snap2_stisnic_003.fits,snap-2,snap2_stisnic_003,2010-02-10T23:23:31
snap2_stisnic_004.fits,snap-2,snap2_stisnic_004,2013-11-18T19:20:56
snap2_stisnic_005.fits,snap-2,snap2_stisnic_005,2015-01-06T17:00:21
snap2_stisnic_006.fits,snap-2,snap2_stisnic_006,2015-01-05T21:02:40
snap2_stisnic_007.fits,snap-2,snap2_stisnic_007,13-Feb-2017
snap2_stiswfcnic_001.fits,snap-2,snap2_stiswfcnic_001,17-Jan-2019
snap2_stiswfcnic_002.fits,snap-2,snap2_stiswfcnic_002,21-Mar-2020
snap2_stiswfcnic_003.fits,snap-2,snap2_stiswfcnic_003,2-Mar-2021
snap2_stiswfcnic_004.fits,snap-2,snap2_stiswfcnic_004,25-Oct-2022
snap2_stiswfcnic_005.fits,snap-2,snap2_stiswfcnic_005,3-Apr-2023
sun_mod_001.fits,sun_mod,_001,9-Nov-2017
sun_reference_001.fits,sun_reference,_001,2015-01-06T17:00:21
sun_reference_stis_001.fits,sun_reference,_stis_001,2015-01-06T17:00:21
sun_reference_stis_002.fits,sun_reference,_stis_002,2013-11-26T14:24:54
vb8_stisnic_001.fits,vb8,_stisnic_001,2015-01-06T17:00:21
vb8_stisnic_002.fits,vb8,_stisnic_002,2015-01-06T17:00:21
vb8_stisnic_003.fits,vb8,_stisnic_003,2010-02-10T23:23:32
vb8_stisnic_004.fits,vb8,_stisnic_004,2013-11-18T19:20:56
vb8_stisnic_005.fits,vb8,_stisnic_005,2015-01-06T17:00:21
vb8_stisnic_006.fits,vb8,_stisnic_006,2015-01-05T21:02:40
vb8_stiswfcnic_001.fits,vb8,_stiswfcnic_001,17-Jan-2019
vb8_stiswfcnic_002.fits,vb8,_stiswfcnic_002,21-Mar-2020
vb8_stiswfcnic_003.fits,vb8,_stiswfcnic_003,2-Mar-2021
vb8_stiswfcnic_004.fits,vb8,_stiswfcnic_004,25-Oct-2022
wd0148_467_stiswfc_001.fits,wd0148_467,_stiswfc_001,25-Oct-2022
wd0227_050_stiswfc_001.fits,wd0227_050,_stiswfc_001,25-Oct-2022
wd0227_050_stiswfc_002.fits,wd0227_050,_stiswfc_002,16-Feb-2023
wd0308_565_mod_001.fits,wd0308_565_mod,_001,2013-11-18T19:20:56
wd0308_565_mod_002.fits,wd0308_565_mod,_002,2015-01-06T17:00:21
wd0308_565_mod_003.fits,wd0308_565_mod,_003,2015-01-06T17:00:21
wd0308_565_mod_004.fits,wd0308_565_mod,_004,24-Mar-2020
wd0308_565_mod_005.fits,wd0308_565_mod,_005,31-Mar-2020
wd0308_565_mod_006.fits,wd0308_565_mod,_006,24-Nov-2020
wd0308_565_mod_007.fits,wd0308_565_mod,_007,21-Oct-2022
wd0308_565_stis_001.fits,wd0308-565,wd0308_565_stis_001,2011-12-20T15:33:45
wd0308_565_stis_002.fits,wd0308-565,wd0308_565_stis_002,2013-11-18T19:20:56
wd0308_565_stis_003.fits,wd0308-565,wd0308_565_stis_003,2015-01-06T17:00:21
wd0308_565_stis_004.fits,wd0308-565,wd0308_565_stis_004,2015-01-05T21:02:40
wd0308_565_stis_005.fits,wd-0308-565,wd0308_565_stis_005,21-Mar-2020
wd0308_565_stis_006.fits,wd-0308-565,wd0308_565_stis_006,10-Apr-2020
wd0308_565_stis_007.fits,wd-0308-565,wd0308_565_stis_007,2-Mar-2021
wd0308_565_stis_008.fits,wd0308-565,wd0308_565_stis_008,11-Apr-2022
wd0308_565_stis_009.fits,wd0308-565,wd0308_565_stis_009,25-Oct-2022
wd0320_539_mod_001.fits,wd0320_539,_mod_001,23-Mar-2020
wd0320_539_stis_001.fits,wd0320-539,wd0320_539_stis_001,2015-01-06T17:00:21
wd0320_539_stis_002.fits,wd0320-539,wd0320_539_stis_002,2013-11-18T19:20:56
wd0320_539_stis_003.fits,wd0320-539,wd0320_539_stis_003,2015-01-06T17:00:21
wd0320_539_stis_004.fits,wd0320-539,wd0320_539_stis_004,2015-01-05T21:02:40
wd0320_539_stis_005.fits,wd0320_539,_stis_005,21-Mar-2020
wd0809_177_stiswfc_001.fits,wd0809_177,_stiswfc_001,25-Oct-2022
wd0809_177_stiswfc_002.fits,wd0809_177,_stiswfc_002,16-Feb-2023
wd0947_857_mod_001.fits,wd0947_857,_mod_001,23-Mar-2020
wd0947_857_mod_002.fits,wd0947_857,_mod_002,24-Oct-2022
wd0947_857_mod_003.fits,wd0947_857,_mod_003,16-Feb-2023
wd0947_857_stis_001.fits,wd0947_857,_stis_001,2015-01-06T17:00:21
wd0947_857_stis_002.fits,wd0947_857,_stis_002,2013-11-18T19:20:56
wd0947_857_stis_003.fits,wd0947_857,_stis_003,2015-01-06T17:00:21
wd0947_857_stis_004.fits,wd0947_857,_stis_004,2015-01-05T21:02:40
wd0947_857_stis_005.fits,wd0947_857,_stis_005,21-Mar-2020
wd0947_857_stis_006.fits,wd0947_857,_stis_006,25-Oct-2022
wd0947_857_stis_007.fits,wd0947_857,_stis_007,16-Feb-2023
wd1026_453_mod_001.fits,wd1026_453,_mod_001,23-Mar-2020
wd1026_453_mod_002.fits,wd1026_453,_mod_002,24-Oct-2022
wd1026_453_mod_003.fits,wd1026_453,_mod_003,16-Feb-2023
wd1026_453_stis_001.fits,wd1026_453,_stis_001,2015-01-06T17:00:21
wd1026_453_stis_002.fits,wd1026_453,_stis_002,2013-11-18T19:20:56
wd1026_453_stis_003.fits,wd1026_453,_stis_003,2015-01-06T17:00:21
wd1026_453_stis_004.fits,wd1026_453,_stis_004,2015-01-05T21:02:40
wd1026_453_stis_005.fits,wd1026_453,_stis_005,21-Mar-2020
wd1026_453_stis_006.fits,wd1026_453,_stis_006,25-Oct-2022
wd1026_453_stis_007.fits,wd1026_453,_stis_007,16-Feb-2023
wd1057_719_mod_001.fits,wd1057_719_mod,_001,2015-01-06T17:00:21
wd1057_719_mod_002.fits,wd1057_719_mod,_002,2010-02-10T23:28:16
wd1057_719_mod_003.fits,wd1057_719_mod,_003,2013-11-18T19:20:56
wd1057_719_mod_004.fits,wd1057_719_mod,_004,2015-01-06T17:00:21
wd1057_719_mod_005.fits,wd1057_719_mod,_005,2015-01-06T17:00:21
wd1057_719_mod_006.fits,wd1057_719,_mod_006,31-Mar-2020
wd1057_719_mod_007.fits,wd1057_719,_mod_007,8-Apr-2022
wd1057_719_mod_008.fits,wd1057_719,_mod_008,24-Oct-2022
wd1057_719_mod_009.fits,wd1057_719,_mod_009,16-Feb-2023
wd1057_719_stisnic_001.fits,wd1057_719,_stisnic_001,2015-01-06T17:00:21
wd1057_719_stisnic_002.fits,wd1057+719,wd1057_719_stisnic_002,2015-01-06T17:00:21
wd1057_719_stisnic_003.fits,wd1057+719,wd1057_719_stisnic_003,2010-02-10T23:23:34
wd1057_719_stisnic_004.fits,wd1057+719,wd1057_719_stisnic_004,2013-11-18T19:20:56
wd1057_719_stisnic_005.fits,wd1057+719,wd1057_719_stisnic_005,2015-01-06T17:00:21
wd1057_719_stisnic_006.fits,wd1057+719,wd1057_719_stisnic_006,2015-01-05T21:02:40
wd1057_719_stisnic_007.fits,wd1057+719,wd1057_719_stisnic_007,21-Mar-2020
wd1057_719_stisnic_008.fits,wd1057+719,wd1057_719_stisnic_008,10-Apr-2020
wd1057_719_stisnic_009.fits,wd1057+719,wd1057_719_stisnic_009,7-Apr-2022
wd1057_719_stisnic_010.fits,wd1057+719,wd1057_719_stisnic_010,25-Oct-2022
wd1057_719_stisnic_011.fits,wd1057+719,wd1057_719_stisnic_011,16-Feb-2023
wd1105_048_stiswfc_001.fits,wd1105_048,_stiswfc_001,25-Oct-2022
wd1105_048_stiswfc_002.fits,wd1105_048,_stiswfc_002,16-Feb-2023
wd1105_340_stiswfc_001.fits,wd1105_340,_stiswfc_001,25-Oct-2022
wd1105_340_stiswfc_002.fits,wd1105_340,_stiswfc_002,16-Feb-2023
wd1202_232_stiswfc_001.fits,wd1202_232,_stiswfc_001,25-Oct-2022
wd1202_232_stiswfc_002.fits,wd1202_232,_stiswfc_002,16-Feb-2023
wd1327_083_stiswfc_001.fits,wd1327_083,_stiswfc_001,17-Jan-2019
wd1327_083_stiswfc_002.fits,wd1327_083,_stiswfc_002,30-Aug-2019
wd1327_083_stiswfc_003.fits,wd1327_083,_stiswfc_003,21-Mar-2020
wd1327_083_stiswfc_004.fits,wd1327_083,_stiswfc_004,2-Mar-2021
wd1544_377_stiswfc_001.fits,wd1544_377,_stiswfc_001,25-Oct-2022
wd1544_377_stiswfc_002.fits,wd1544_377,_stiswfc_002,16-Feb-2023
wd1657_343_mod_001.fits,wd1657_343_mod,_001,2015-01-06T17:00:21
wd1657_343_mod_002.fits,wd1657_343_mod,_002,2010-02-10T23:28:17
wd1657_343_mod_003.fits,wd1657_343_mod,_003,2013-11-18T19:20:56
wd1657_343_mod_004.fits,wd1657_343_mod,_004,2015-01-06T17:00:21
wd1657_343_mod_005.fits,wd1657_343_mod,_005,2015-01-06T17:00:21
wd1657_343_mod_006.fits,wd1657_343,_mod_006,23-Mar-2020
wd1657_343_mod_007.fits,wd1657_343,_mod_007,31-Mar-2020
wd1657_343_mod_008.fits,wd1657_343,_mod_008,8-Apr-2022
wd1657_343_mod_009.fits,wd1657_343,_mod_009,24-Oct-2022
wd1657_343_stisnic_001.fits,wd1657_343,_stisnic_001,2015-01-06T17:00:21
wd1657_343_stisnic_002.fits,wd1657+343,wd1657_343_stisnic_002,2015-01-06T17:00:21
wd1657_343_stisnic_003.fits,wd1657+343,wd1657_343_stisnic_003,2010-02-10T23:23:35
wd1657_343_stisnic_004.fits,wd1657+343,wd1657_343_stisnic_004,2013-11-18T19:20:56
wd1657_343_stisnic_005.fits,wd1657+343,wd1657_343_stisnic_005,2015-01-06T17:00:22
wd1657_343_stisnic_006.fits,wd1657+343,wd1657_343_stisnic_006,2015-01-05T21:02:40
wd1657_343_stiswfcnic_001.fits,wd1657+343,wd1657_343_stiswfcnic_001,17-Jan-2019
wd1657_343_stiswfcnic_002.fits,wd1657+343,wd1657_343_stiswfcnic_002,21-Mar-2020
wd1657_343_stiswfcnic_003.fits,wd1657+343,wd1657_343_stiswfcnic_003,10-Apr-2020
wd1657_343_stiswfcnic_004.fits,wd1657+343,wd1657_343_stiswfcnic_004,2-Mar-2021
wd1657_343_stiswfcnic_005.fits,wd1657+343,wd1657_343_stiswfcnic_005,7-Apr-2022
wd1657_343_stiswfcnic_006.fits,wd1657+343,wd1657_343_stiswfcnic_006,25-Oct-2022
wd1713_695_stiswfc_001.fits,wd1713_695,_stiswfc_001,25-Oct-2022
wd1713_695_stiswfc_002.fits,wd1713_695,_stiswfc_002,16-Feb-2023
wd1911_536_stiswfc_001.fits,wd1911_536,_stiswfc_001,25-Oct-2022
wd1919_145_stiswfc_001.fits,wd1919_145,_stiswfc_001,25-Oct-2022
wd2039_682_stiswfc_001.fits,wd2039_682,_stiswfc_001,25-Oct-2022
wd2117_539_stiswfc_001.fits,wd2117_539,_stiswfc_001,25-Oct-2022
wd2117_539_stiswfc_002.fits,wd2117_539,_stiswfc_002,16-Feb-2023
wd2126_734_stiswfc_001.fits,wd2126_734,_stiswfc_001,25-Oct-2022
wd2126_734_stiswfc_002.fits,wd2126_734,_stiswfc_002,16-Feb-2023
wd2149_021_stiswfc_001.fits,wd2149_021,_stiswfc_001,25-Oct-2022
wd2341_322_stiswfc_001.fits,wd2341_322,_stiswfc_001,17-Jan-2019
wd2341_322_stiswfc_002.fits,wd2341_322,_stiswfc_002,30-Aug-2019
wd2341_322_stiswfc_003.fits,wd2341_322,_stiswfc_003,21-Mar-2020
wd2341_322_stiswfc_004.fits,wd2341_322,_stiswfc_004,2-Mar-2021
